handspecific,2
discrete,2
mirror,2
diverse,2
p23_innovative accept_accept,1
outer,2
finger,2
staticpose,2
nondefault,2
stationary,2
worldindep,2
handspecific,2
discrete,2
mirror,2
p09_innovative accept_accept,1
outer,2
lower,2
finger,2
staticpose,2
nondefault,2
stationary,2
abstract,2
worldindep,2
handspecific,2
discrete,2
diverse,2
p14_innovative accept_accept,1
accept,0
